num_date_time,answer
2_20240826 06,1811.0046198177338
2_20240826 07,2004.315501022339
2_20240826 08,2129.774108734131
2_20240826 09,2166.124190583229
2_20240826 10,2115.5167110157013
2_20240826 11,2027.4509964466097
2_20240826 12,1932.2252413129809
2_20240826 13,1896.1495393037794
2_20240826 14,1934.2522381210329
2_20240826 15,1998.9472545576095
2_20240826 16,2090.1432219457624
2_20240826 17,2236.208441233635
2_20240826 18,2274.7003928375243
2_20240826 19,1817.7326625466349
2_20240826 20,2525.996367173195
2_20240826 21,1983.626057796478
2_20240826 22,1830.2178547310828
2_20240826 23,1757.4172996330262
2_20240827 00,1502.2665753793717
2_20240827 01,1388.7848365688324
2_20240827 02,1344.3489795219898
2_20240827 03,1347.6130992007256
2_20240827 04,1421.948838186264
2_20240827 05,1620.1343339967727
2_20240827 06,1781.3718769454956
2_20240827 07,1889.4655008888244
2_20240827 08,1993.4758882856368
2_20240827 09,2070.2019220161437
2_20240827 10,2067.0530600595475
2_20240827 11,1978.5314915800095
2_20240827 12,1875.7533648920057
2_20240827 13,1877.4501544475556
2_20240827 14,1943.5265845298768
2_20240827 15,2028.8532579231264
2_20240827 16,2146.8722682523726
2_20240827 17,2261.742836380005
2_20240827 18,1953.4446951627733
2_20240827 19,1914.1861310434342
2_20240827 20,2790.0660452842712
2_20240827 21,1879.817152791023
2_20240827 22,1790.0668215608598
2_20240827 23,1685.4654191493987
2_20240828 00,1410.8943808579445
2_20240828 01,1303.5231552386283
2_20240828 02,1274.542291853428
2_20240828 03,1285.121481603384
2_20240828 04,1387.2511917829513
2_20240828 05,1597.2138930416108
2_20240828 06,1753.6942128610613
2_20240828 07,1849.4823697113993
2_20240828 08,1940.9215851116182
2_20240828 09,2016.0403770160674
2_20240828 10,2022.7309915924075
2_20240828 11,1946.4207951307299
2_20240828 12,1869.0769520258905
2_20240828 13,1889.6008019113542
2_20240828 14,1957.5136600399019
2_20240828 15,2039.5199316072462
2_20240828 16,2154.358598356247
2_20240828 17,2256.4779895591737
2_20240828 18,1936.2050782155989
2_20240828 19,1896.6314180231093
2_20240828 20,2782.8237327432635
2_20240828 21,1904.6518863415718
2_20240828 22,1820.6838898658752
2_20240828 23,1729.91957051754
2_20240829 00,1464.071040751934
2_20240829 01,1342.616021078825
2_20240829 02,1301.897479172945
2_20240829 03,1298.8742288947105
2_20240829 04,1367.7650461721419
2_20240829 05,1569.9987289881706
2_20240829 06,1737.7928447556496
2_20240829 07,1835.7544929027558
2_20240829 08,1924.0463154888153
2_20240829 09,1999.6793072462083
2_20240829 10,2011.3666851282119
2_20240829 11,1943.803203063011
2_20240829 12,1865.2807579278947
2_20240829 13,1879.844856619835
2_20240829 14,1945.385679345131
2_20240829 15,2024.3981184625627
2_20240829 16,2135.321730494499
2_20240829 17,2241.1639286327363
2_20240829 18,1928.2894786834718
2_20240829 19,1876.8466167426109
2_20240829 20,2714.5886427068713
2_20240829 21,1918.6113279819488
2_20240829 22,1819.436657896042
2_20240829 23,1721.1997903990746
2_20240830 00,1454.9443081784248
2_20240830 01,1327.1309799563885
2_20240830 02,1285.090069938898
2_20240830 03,1287.3935803413392
2_20240830 04,1354.407148400545
2_20240830 05,1551.6090533494948
2_20240830 06,1725.932317943573
2_20240830 07,1825.8794771146772
2_20240830 08,1910.6052012920381
2_20240830 09,1984.7253960943222
2_20240830 10,2005.7283962917327
2_20240830 11,1940.1394416618346
2_20240830 12,1859.584123148918
2_20240830 13,1873.0893199396132
2_20240830 14,1936.1850698947906
2_20240830 15,2012.3368788099287
2_20240830 16,2121.152341403961
2_20240830 17,2222.6422400522233
2_20240830 18,1902.501131772995
2_20240830 19,1874.1945348072054
2_20240830 20,2689.715921330452
2_20240830 21,1908.8176047420502
2_20240830 22,1803.7056403541565
2_20240830 23,1695.1108289623262
2_20240831 00,1426.821493935585
2_20240831 01,1304.8076404631138
2_20240831 02,1252.246831086874
2_20240831 03,1233.090088198185
2_20240831 04,1232.8825193595885
2_20240831 05,1232.1650881361961
2_20240831 06,1249.9989382195472
2_20240831 07,1268.5089436197281
2_20240831 08,1282.470099259615
2_20240831 09,1314.4774310445787
2_20240831 10,1332.1861241841316
2_20240831 11,1312.8004049527644
2_20240831 12,1310.1679465627672
2_20240831 13,1313.3595185887814
2_20240831 14,1314.6346642649173
2_20240831 15,1307.042870721817
2_20240831 16,1285.8037933266164
2_20240831 17,1252.3482718741893
2_20240831 18,1211.0712459647655
2_20240831 19,1166.2189919757843
2_20240831 20,1128.84911539793
2_20240831 21,1148.3243473792077
2_20240831 22,1064.6462266981603
2_20240831 23,1157.6598380970954
3_20240825 00,15206.001298220159
3_20240825 01,15002.463266025781
3_20240825 02,14906.863760726452
3_20240825 03,14946.166648546458
3_20240825 04,15174.721983650923
3_20240825 05,15696.27420140505
3_20240825 06,16488.74175509691
3_20240825 07,17278.07560614109
3_20240825 08,17662.90184236765
3_20240825 09,17754.599051856996
3_20240825 10,17789.353486247062
3_20240825 11,17888.38064736843
3_20240825 12,18079.63035814762
3_20240825 13,18185.884991812705
3_20240825 14,18103.18113136768
3_20240825 15,17899.682472717763
3_20240825 16,17642.62177015543
3_20240825 17,17312.6240036273
3_20240825 18,16916.35624687314
3_20240825 19,16494.165595686434
3_20240825 20,16101.62214474678
3_20240825 21,15842.269686151743
3_20240825 22,15668.991031916143
3_20240825 23,15569.152667906284
3_20240826 00,15545.31009896636
3_20240826 01,15558.514799176453
3_20240826 02,15547.031208286286
3_20240826 03,15864.201829140187
3_20240826 04,17446.18122387171
3_20240826 05,19713.57420174122
3_20240826 06,22225.948294479847
3_20240826 07,24322.62513468504
3_20240826 08,25148.89137042761
3_20240826 09,25296.493619406225
3_20240826 10,25378.332340600493
3_20240826 11,25545.573897807597
3_20240826 12,25675.601522505283
3_20240826 13,25583.726323020455
3_20240826 14,25195.090022163393
3_20240826 15,24390.426378235818
3_20240826 16,22289.30086687088
3_20240826 17,20224.407646222113
3_20240826 18,19336.477046227454
3_20240826 19,18796.317322854993
3_20240826 20,18201.0885736084
3_20240826 21,17411.770903472898
3_20240826 22,16661.91631215334
3_20240826 23,16479.17560188532
3_20240827 00,16252.727021090985
3_20240827 01,15946.548630867004
3_20240827 02,15753.004467236995
3_20240827 03,15951.608940374852
3_20240827 04,17770.77133071899
3_20240827 05,19888.11550621748
3_20240827 06,22549.18783481598
3_20240827 07,24669.652768235206
3_20240827 08,25299.67586477995
3_20240827 09,25308.40168946743
3_20240827 10,25310.22905342102
3_20240827 11,25375.921385207177
3_20240827 12,25334.70213843584
3_20240827 13,25074.06437632799
3_20240827 14,24675.763758080007
3_20240827 15,23954.91614238739
3_20240827 16,22116.08100327015
3_20240827 17,20114.363443744183
3_20240827 18,19068.622598848342
3_20240827 19,18427.10997841358
3_20240827 20,17784.78939127207
3_20240827 21,17013.992389211657
3_20240827 22,16350.698108239174
3_20240827 23,16245.649491634369
3_20240828 00,16036.559789671897
3_20240828 01,15803.889110126496
3_20240828 02,15663.323938332796
3_20240828 03,15884.828172798156
3_20240828 04,17504.387188575267
3_20240828 05,19305.045091753007
3_20240828 06,21663.18923531771
3_20240828 07,23823.47862118006
3_20240828 08,24706.5851529336
3_20240828 09,24878.268908936978
3_20240828 10,24966.971571593283
3_20240828 11,25098.619444613458
3_20240828 12,25173.4755643487
3_20240828 13,25074.733187220096
3_20240828 14,24727.48225713015
3_20240828 15,23878.808699047564
3_20240828 16,21625.321594097615
3_20240828 17,19683.009543972017
3_20240828 18,18874.02991233587
3_20240828 19,18314.042103466985
3_20240828 20,17744.608958837984
3_20240828 21,17060.625768027305
3_20240828 22,16326.540550943613
3_20240828 23,16192.961216790676
3_20240829 00,15954.960545926093
3_20240829 01,15689.931285202503
3_20240829 02,15527.56126023531
3_20240829 03,15724.478603961466
3_20240829 04,17373.536494989396
3_20240829 05,19212.44283010483
3_20240829 06,21649.133419311045
3_20240829 07,23816.393540632725
3_20240829 08,24621.861915085316
3_20240829 09,24737.270628154278
3_20240829 10,24782.37437173605
3_20240829 11,24870.640149857998
3_20240829 12,24928.121209852696
3_20240829 13,24852.39671468496
3_20240829 14,24526.5887247777
3_20240829 15,23684.57091379881
3_20240829 16,21452.189107403756
3_20240829 17,19528.738603162765
3_20240829 18,18667.943387024403
3_20240829 19,18074.361854281426
3_20240829 20,17496.952600400447
3_20240829 21,16844.168898342847
3_20240829 22,16011.12987359047
3_20240829 23,15902.946475610734
3_20240830 00,15685.154141596555
3_20240830 01,15458.666187257768
3_20240830 02,15330.660097417831
3_20240830 03,15529.024014379978
3_20240830 04,17079.06553155899
3_20240830 05,18863.363457334042
3_20240830 06,21279.202248888017
3_20240830 07,23439.855165832043
3_20240830 08,24253.913445339203
3_20240830 09,24363.67717873335
3_20240830 10,24372.78810904741
3_20240830 11,24421.238064544203
3_20240830 12,24472.14859688759
3_20240830 13,24426.65111786127
3_20240830 14,24161.976758401393
3_20240830 15,23443.70406464338
3_20240830 16,21345.158868849277
3_20240830 17,19301.47881947994
3_20240830 18,18331.816292288306
3_20240830 19,17698.540833098887
3_20240830 20,17136.602685370446
3_20240830 21,16506.30559210539
3_20240830 22,15577.882807502747
3_20240830 23,15512.018958084584
3_20240831 00,15190.355977617503
3_20240831 01,15004.305732160807
3_20240831 02,14983.738179137707
3_20240831 03,15214.866278722286
3_20240831 04,16310.13257017851
3_20240831 05,17884.18763456583
3_20240831 06,19517.54896544695
3_20240831 07,20349.863624854086
3_20240831 08,20358.982106258867
3_20240831 09,19990.964597969054
3_20240831 10,19536.36412606001
3_20240831 11,19188.53284071207
3_20240831 12,19280.793145823478
3_20240831 13,19538.285339283942
3_20240831 14,18999.11480879545
3_20240831 15,18072.633733234405
3_20240831 16,17433.666909098625
3_20240831 17,16937.522493517397
3_20240831 18,16418.291157431602
3_20240831 19,15871.379680230617
3_20240831 20,15401.021700085403
3_20240831 21,15058.848878502846
3_20240831 22,14947.304166426658
3_20240831 23,14759.773367825746
4_20240825 00,631.6454859495163
4_20240825 01,615.7247668218613
4_20240825 02,620.3413542079926
4_20240825 03,636.6967843580246
4_20240825 04,677.5120005655289
4_20240825 05,776.8623286914826
4_20240825 06,870.4269291973114
4_20240825 07,942.16953291893
4_20240825 08,1015.4877808856965
4_20240825 09,1080.432405166626
4_20240825 10,1122.486994972229
4_20240825 11,1143.6773102474212
4_20240825 12,1153.7806847763063
4_20240825 13,1159.3002255535125
4_20240825 14,1162.344907693863
4_20240825 15,1162.7943653297425
4_20240825 16,1160.4748097705842
4_20240825 17,1152.338747148514
4_20240825 18,1130.248439769745
4_20240825 19,1097.2598765087128
4_20240825 20,1058.044892206192
4_20240825 21,876.5374711704254
4_20240825 22,734.1107894039154
4_20240825 23,683.4956857681275
4_20240826 00,639.545871963501
4_20240826 01,624.6287002658844
4_20240826 02,623.1479966926574
4_20240826 03,622.2652937221527
4_20240826 04,660.5426865434647
4_20240826 05,770.834164352417
4_20240826 06,873.7291536140442
4_20240826 07,963.6973751449585
4_20240826 08,1053.5173528289795
4_20240826 09,1111.3629035282136
4_20240826 10,1132.9593638706208
4_20240826 11,1137.0194385910036
4_20240826 12,1130.8037260437013
4_20240826 13,1115.792869977951
4_20240826 14,1093.883709640503
4_20240826 15,1072.3636445331574
4_20240826 16,1062.1010185432433
4_20240826 17,1065.8605375385284
4_20240826 18,1062.602164106369
4_20240826 19,1043.58848487854
4_20240826 20,899.2303257751465
4_20240826 21,782.6575384140015
4_20240826 22,678.3352085781098
4_20240826 23,620.1314019155502
4_20240827 00,605.4084188890457
4_20240827 01,614.2044896793366
4_20240827 02,624.8623428583146
4_20240827 03,704.5184938716889
4_20240827 04,826.5835721826554
4_20240827 05,913.81762799263
4_20240827 06,994.1479056358338
4_20240827 07,1080.674752149582
4_20240827 08,1145.2676711940767
4_20240827 09,1168.0603720378876
4_20240827 10,1167.7340919971466
4_20240827 11,1159.9077979946137
4_20240827 12,1150.6897586917878
4_20240827 13,1138.4393609905242
4_20240827 14,1121.7702437496187
4_20240827 15,1101.6521538448333
4_20240827 16,1089.299636592865
4_20240827 17,1094.321681070328
4_20240827 18,1092.086238040924
4_20240827 19,1043.6853399181366
4_20240827 20,878.2797850513459
4_20240827 21,762.1059040546418
4_20240827 22,654.2913488101959
4_20240827 23,586.533052725792
4_20240828 00,575.5461676025391
4_20240828 01,581.4079913377761
4_20240828 02,597.9760808157921
4_20240828 03,693.7207422924041
4_20240828 04,815.3884397506714
4_20240828 05,896.009222688675
4_20240828 06,964.0270053291321
4_20240828 07,1036.7866168785094
4_20240828 08,1101.2649729824066
4_20240828 09,1141.228355398178
4_20240828 10,1162.6440276432038
4_20240828 11,1176.1740006637574
4_20240828 12,1188.0123307228089
4_20240828 13,1197.810184135437
4_20240828 14,1202.643783044815
4_20240828 15,1201.9384582042694
4_20240828 16,1197.1941765117645
4_20240828 17,1185.1111065101622
4_20240828 18,1166.6788566398623
4_20240828 19,1112.0067293071747
4_20240828 20,942.9014196109772
4_20240828 21,809.4061005878449
4_20240828 22,695.074439535141
4_20240828 23,621.1814325857163
4_20240829 00,614.8735312700271
4_20240829 01,630.6633255958557
4_20240829 02,647.6299176263809
4_20240829 03,730.7273838329315
4_20240829 04,845.5789153575897
4_20240829 05,922.8447091197968
4_20240829 06,995.5773998737335
4_20240829 07,1067.549667892456
4_20240829 08,1126.2868353366853
4_20240829 09,1168.9348791217803
4_20240829 10,1197.3998513889314
4_20240829 11,1219.129958524704
4_20240829 12,1237.5534740924836
4_20240829 13,1251.2211619377135
4_20240829 14,1258.359779176712
4_20240829 15,1260.71134057045
4_20240829 16,1257.5300204372406
4_20240829 17,1248.0547379779816
4_20240829 18,1226.268276643753
4_20240829 19,1170.114009962082
4_20240829 20,1042.2801940441132
4_20240829 21,844.3988871574402
4_20240829 22,707.3780805873871
4_20240829 23,638.9701557970047
4_20240830 00,628.3859160375596
4_20240830 01,636.0281017112732
4_20240830 02,629.9682306575776
4_20240830 03,665.2360281085969
4_20240830 04,792.171168050766
4_20240830 05,891.4363965511322
4_20240830 06,955.8333322048187
4_20240830 07,1019.1735967254639
4_20240830 08,1077.761024723053
4_20240830 09,1128.8836152648926
4_20240830 10,1169.1110009479523
4_20240830 11,1199.8309786891937
4_20240830 12,1224.3126902389527
4_20240830 13,1243.4407529354096
4_20240830 14,1255.0947054576873
4_20240830 15,1258.416492319107
4_20240830 16,1253.9725868797302
4_20240830 17,1243.7902446842195
4_20240830 18,1224.408288974762
4_20240830 19,1174.3889126300812
4_20240830 20,1062.9135479736328
4_20240830 21,843.2177223014831
4_20240830 22,706.0776865196228
4_20240830 23,637.9916147947312
4_20240831 00,620.0180055427552
4_20240831 01,614.3762144422531
4_20240831 02,604.0095096659661
4_20240831 03,628.1596617078781
4_20240831 04,760.6357594156266
4_20240831 05,883.0135975456238
4_20240831 06,939.0579077339173
4_20240831 07,967.854663848877
4_20240831 08,984.937045211792
4_20240831 09,998.6668303585053
4_20240831 10,1014.0114444637298
4_20240831 11,1036.5256646347048
4_20240831 12,1067.9373871707917
4_20240831 13,1102.0460349941254
4_20240831 14,1131.9665847587585
4_20240831 15,1155.9373396110536
4_20240831 16,1172.0981324100494
4_20240831 17,1172.872494134903
4_20240831 18,1155.2226822280884
4_20240831 19,1123.305207681656
4_20240831 20,1077.22242934227
4_20240831 21,926.468427658081
4_20240831 22,745.4933803081512
4_20240831 23,679.0650313425065
5_20240825 00,4066.4225798034668
5_20240825 01,3960.19246925354
5_20240825 02,3891.856248321533
5_20240825 03,3847.9860433959957
5_20240825 04,3832.3913580322264
5_20240825 05,3853.95579208374
5_20240825 06,3917.635761108398
5_20240825 07,4064.1052542114257
5_20240825 08,4247.886281433105
5_20240825 09,4379.575350036621
5_20240825 10,4460.3136694335935
5_20240825 11,4521.937940826416
5_20240825 12,4593.909822692871
5_20240825 13,4679.099619140625
5_20240825 14,4728.36654876709
5_20240825 15,4698.908000793457
5_20240825 16,4632.76762298584
5_20240825 17,4553.030540313721
5_20240825 18,4476.050401153564
5_20240825 19,4400.8287336730955
5_20240825 20,4325.359608306884
5_20240825 21,4247.690665283203
5_20240825 22,4178.052698364258
5_20240825 23,4149.477533569336
5_20240826 00,4100.187793579102
5_20240826 01,4008.769039764404
5_20240826 02,3943.808925476074
5_20240826 03,3910.560055389404
5_20240826 04,3946.070434799194
5_20240826 05,4084.6238676452635
5_20240826 06,4507.730540313721
5_20240826 07,5083.938992156982
5_20240826 08,5671.9798017883295
5_20240826 09,6143.543290557861
5_20240826 10,6397.499019470214
5_20240826 11,6562.701005401611
5_20240826 12,6713.954799499511
5_20240826 13,6799.977519836425
5_20240826 14,6766.304929962158
5_20240826 15,6574.236482849121
5_20240826 16,6183.550594940185
5_20240826 17,5701.620832672119
5_20240826 18,5351.883003845214
5_20240826 19,5111.305898895263
5_20240826 20,4887.968244781494
5_20240826 21,4655.182607116699
5_20240826 22,4455.639618530273
5_20240826 23,4376.425791778564
5_20240827 00,4302.00110458374
5_20240827 01,4205.702315368652
5_20240827 02,4096.577535095214
5_20240827 03,4014.50411819458
5_20240827 04,4013.637324371338
5_20240827 05,4095.223428955078
5_20240827 06,4443.115346374511
5_20240827 07,5029.095965423584
5_20240827 08,5633.198727264404
5_20240827 09,6100.073303833007
5_20240827 10,6328.618978729248
5_20240827 11,6450.973078765869
5_20240827 12,6552.725272979736
5_20240827 13,6584.147585906982
5_20240827 14,6509.552857818603
5_20240827 15,6304.3556639099115
5_20240827 16,5955.599717559814
5_20240827 17,5576.789388885498
5_20240827 18,5286.049874725341
5_20240827 19,5047.627657928467
5_20240827 20,4811.906395568847
5_20240827 21,4570.860641326904
5_20240827 22,4391.506898345947
5_20240827 23,4338.755858459473
5_20240828 00,4257.890008392334
5_20240828 01,4143.592114105224
5_20240828 02,4025.237085571289
5_20240828 03,3923.0359419250485
5_20240828 04,3906.5557997131345
5_20240828 05,3967.869539108276
5_20240828 06,4251.996294250488
5_20240828 07,4788.525081481934
5_20240828 08,5376.248965301513
5_20240828 09,5888.183687438965
5_20240828 10,6168.461193695068
5_20240828 11,6324.423945465088
5_20240828 12,6463.670502319335
5_20240828 13,6561.232501831054
5_20240828 14,6558.233630218506
5_20240828 15,6410.190913238525
5_20240828 16,6094.7201261901855
5_20240828 17,5678.348386230468
5_20240828 18,5341.053265228271
5_20240828 19,5098.637506713867
5_20240828 20,4879.526336517334
5_20240828 21,4653.377132263184
5_20240828 22,4455.869795837402
5_20240828 23,4383.131347503662
5_20240829 00,4298.52546180725
5_20240829 01,4187.849058380127
5_20240829 02,4069.6799688720703
5_20240829 03,3957.2725698852537
5_20240829 04,3923.8671377563473
5_20240829 05,3973.872639312744
5_20240829 06,4232.164756622315
5_20240829 07,4771.911878814697
5_20240829 08,5355.534390106201
5_20240829 09,5847.280212249756
5_20240829 10,6121.0211668396
5_20240829 11,6268.0726698303215
5_20240829 12,6396.313226165771
5_20240829 13,6491.498109283447
5_20240829 14,6491.511242523193
5_20240829 15,6356.147286071777
5_20240829 16,6059.569355621337
5_20240829 17,5660.905715789795
5_20240829 18,5323.225929107666
5_20240829 19,5069.719495239257
5_20240829 20,4841.296166839599
5_20240829 21,4602.015450897216
5_20240829 22,4417.575342407226
5_20240829 23,4354.468742980956
5_20240830 00,4269.712343444824
5_20240830 01,4147.9965879821775
5_20240830 02,4020.04686378479
5_20240830 03,3907.149733200073
5_20240830 04,3872.869730987549
5_20240830 05,3928.056468429565
5_20240830 06,4188.267939605713
5_20240830 07,4732.578171386718
5_20240830 08,5308.998828735352
5_20240830 09,5787.808409729004
5_20240830 10,6054.1135313415525
5_20240830 11,6191.9261457824705
5_20240830 12,6306.351225128174
5_20240830 13,6392.0684248352045
5_20240830 14,6395.782366790771
5_20240830 15,6276.135096588135
5_20240830 16,6006.78271774292
5_20240830 17,5628.671561279296
5_20240830 18,5294.035230102539
5_20240830 19,5032.348515930175
5_20240830 20,4797.064452209473
5_20240830 21,4565.559996643066
5_20240830 22,4391.694565429687
5_20240830 23,4330.07720626831
5_20240831 00,4239.108093109131
5_20240831 01,4123.077302398681
5_20240831 02,4002.2342161560055
5_20240831 03,3892.1045702362057
5_20240831 04,3839.181242980957
5_20240831 05,3842.461096801758
5_20240831 06,3913.8202093505856
5_20240831 07,4146.538798370361
5_20240831 08,4422.512403717041
5_20240831 09,4615.1452345275875
5_20240831 10,4728.620227661133
5_20240831 11,4799.90296005249
5_20240831 12,4866.045757141113
5_20240831 13,4956.040591278076
5_20240831 14,5047.417526092529
5_20240831 15,5040.260601654052
5_20240831 16,4923.477414550781
5_20240831 17,4789.799696960449
5_20240831 18,4665.196356811523
5_20240831 19,4551.721018066406
5_20240831 20,4450.53493560791
5_20240831 21,4357.741684570312
5_20240831 22,4260.809734954833
5_20240831 23,4181.1676954650875
6_20240825 00,3775.5276936149594
6_20240825 01,3585.273878116607
6_20240825 02,3364.277782287598
6_20240825 03,3237.732016811371
6_20240825 04,3212.076805858612
6_20240825 05,3251.7967115020747
6_20240825 06,3340.320620183945
6_20240825 07,3384.2008005523676
6_20240825 08,3369.7687221336364
6_20240825 09,3355.8704195594783
6_20240825 10,3381.859987449646
6_20240825 11,3458.499441432953
6_20240825 12,3552.511616363525
6_20240825 13,3631.798560791016
6_20240825 14,3696.0035853767395
6_20240825 15,3736.5585970115662
6_20240825 16,3712.6185773849484
6_20240825 17,3604.9974774742122
