num_date_time,answer
2_20240825 21,931.2554917082018
2_20240825 22,1737.2561926725377
2_20240825 23,2002.818710345423
2_20240826 00,2963.923862009698
2_20240826 01,1598.7814012160698
2_20240826 02,1046.9961209234173
2_20240826 03,1169.0062594887809
2_20240826 04,1834.4802938839061
2_20240826 05,3040.32568819098
2_20240826 06,1845.2648456170155
2_20240826 07,1227.3366852937777
2_20240826 08,993.5891513162424
2_20240826 09,966.1246756394007
2_20240826 10,1579.4633434182842
2_20240826 11,2921.3999931399762
2_20240826 12,1324.6811189066098
2_20240826 13,1246.7715702299645
2_20240826 14,1872.266312364915
2_20240826 15,2148.1192617378338
2_20240826 16,1690.31940899369
2_20240826 17,1560.0905576218543
2_20240826 18,1060.4306478051121
2_20240826 19,1636.1203008750533
2_20240826 20,1167.2058521211088
2_20240826 21,2894.2224717121035
2_20240826 22,2425.72645689369
2_20240826 23,1705.4115651583643
2_20240827 00,1500.7938733398773
2_20240827 01,2547.206900928253
2_20240827 02,1014.5882134586639
2_20240827 03,2138.0319802360145
2_20240827 04,1965.4440419305893
2_20240827 05,1733.0898437238498
2_20240827 06,908.9132015847658
2_20240827 07,1768.184388131339
2_20240827 08,1191.295966718055
2_20240827 09,1936.6432204783705
2_20240827 10,1615.907194984789
2_20240827 11,1884.3253644197507
2_20240827 12,923.2031059470904
2_20240827 13,1058.2916579476796
2_20240827 14,1115.7622371766079
2_20240827 15,2068.614803193296
2_20240827 16,1166.3940756715365
2_20240827 17,1181.388151352175
2_20240827 18,1496.0283716370177
2_20240827 19,2698.9614206797746
2_20240827 20,1692.1015059738593
2_20240827 21,1786.0523791785772
2_20240827 22,1218.8464244684312
2_20240827 23,1714.517149632777
2_20240828 00,1534.3898036631322
2_20240828 01,1356.68976828284
2_20240828 02,1695.6996925921994
2_20240828 03,1285.6596696369852
2_20240828 04,1131.8854069336699
2_20240828 05,1995.494095944216
2_20240828 06,1634.6476675079089
2_20240828 07,900.9329902903686
2_20240828 08,1389.2990881221547
2_20240828 09,1089.2291303373515
2_20240828 10,2849.226957134026
2_20240828 11,1889.1953521726637
2_20240828 12,1746.5405693161088
2_20240828 13,1241.8160975694523
2_20240828 14,2668.6691000471615
2_20240828 15,1497.1562975329116
2_20240828 16,1069.7227039993058
2_20240828 17,1825.0519319157747
2_20240828 18,1429.223747339885
2_20240828 19,1368.2273843047963
2_20240828 20,1491.6222411901442
2_20240828 21,1771.3553391990847
2_20240828 22,3013.561093424739
2_20240828 23,1619.5203839833575
2_20240829 00,1704.7556210675912
2_20240829 01,1701.0527684717454
2_20240829 02,1437.120555995788
2_20240829 03,1706.8883522136284
2_20240829 04,1838.6147384696474
2_20240829 05,1521.3318468656003
2_20240829 06,1877.7860898573508
2_20240829 07,1025.8319113317716
2_20240829 08,1637.1018736925598
2_20240829 09,1576.5254964345681
2_20240829 10,987.9836681051339
2_20240829 11,843.1393073551045
2_20240829 12,2739.72763628288
2_20240829 13,1758.1189372989243
2_20240829 14,1528.7004389912631
2_20240829 15,1036.2694899370265
2_20240829 16,2114.2187260242554
2_20240829 17,2060.0976099741097
2_20240829 18,1738.3407403794627
2_20240829 19,1011.448004747919
2_20240829 20,1637.3389193311473
2_20240829 21,1057.7623192242781
2_20240829 22,955.2929778915502
2_20240829 23,1798.2681970191124
2_20240830 00,1370.24732363199
2_20240830 01,1855.3354188270696
2_20240830 02,1600.8589767517274
2_20240830 03,1222.4346858511929
2_20240830 04,2874.6448573079006
2_20240830 05,2852.2295514859006
2_20240830 06,1928.0711425989148
2_20240830 07,2844.9835974606412
2_20240830 08,1382.5612113142106
2_20240830 09,1260.9609398748937
2_20240830 10,1809.0247980058866
2_20240830 11,1801.8033273392493
2_20240830 12,2113.8213813926354
2_20240830 13,997.8424658588826
2_20240830 14,915.1980685228338
2_20240830 15,1828.8089335084142
2_20240830 16,1315.223329887183
2_20240830 17,1598.5905505920377
2_20240830 18,1253.4443080907859
2_20240830 19,2714.7230018622563
2_20240830 20,1714.8661025043716
2_20240830 21,1089.5104559807235
2_20240830 22,1538.428664609919
2_20240830 23,1463.9901795922701
2_20240831 00,2019.8363112953293
2_20240831 01,1365.9263021781999
2_20240831 02,1220.9896888602607
2_20240831 03,1178.2379788075446
2_20240831 04,1677.9561868054602
2_20240831 05,1709.2553938667863
2_20240831 06,1600.8643035403902
2_20240831 07,2123.83315042705
2_20240831 08,841.9470046425799
2_20240831 09,1047.1769529794335
2_20240831 10,1162.6238701165603
2_20240831 11,1763.0703569163602
2_20240831 12,2830.173109080566
2_20240831 13,2882.44960940218
2_20240831 14,1910.0981573493764
2_20240831 15,1533.0307991173959
2_20240831 16,2520.961447425582
2_20240831 17,1015.2057466447302
2_20240831 18,1743.060150856796
2_20240831 19,1065.3121012705512
2_20240831 20,1706.6342720315336
2_20240831 21,2595.578683721231
2_20240831 22,1285.9280369175005
2_20240831 23,1634.3884998878766
3_20240825 00,13561.44902444489
3_20240825 01,15730.50277753519
3_20240825 02,15739.98543888038
3_20240825 03,13261.249993288642
3_20240825 04,16209.977570294166
3_20240825 05,16143.159905706496
3_20240825 06,11367.368588526888
3_20240825 07,14753.552700433229
3_20240825 08,10757.180471929816
3_20240825 09,17192.8056201623
3_20240825 10,14773.68375946858
3_20240825 11,25336.92216505466
3_20240825 12,19169.893153274228
3_20240825 13,16997.399554271455
3_20240825 14,10481.693455156897
3_20240825 15,13880.180927872989
3_20240825 16,15043.335206773641
3_20240825 17,11964.63713051166
3_20240825 18,15694.86605598675
3_20240825 19,12116.270719174805
3_20240825 20,24636.36965038901
3_20240825 21,10738.064312202643
3_20240825 22,16327.820011546952
3_20240825 23,17417.8693584878
3_20240826 00,14388.264505644267
3_20240826 01,10041.661794008696
3_20240826 02,17574.037777974507
3_20240826 03,10484.0404983369
3_20240826 04,17199.17798757174
3_20240826 05,21044.32301225806
3_20240826 06,13546.532721591124
3_20240826 07,14499.33334476592
3_20240826 08,14705.075395347007
3_20240826 09,11710.555959830832
3_20240826 10,15396.740413144424
3_20240826 11,26114.48243579777
3_20240826 12,13253.01329637931
3_20240826 13,11173.87184081957
3_20240826 14,13186.374472762123
3_20240826 15,24925.01824281017
3_20240826 16,10473.072990794488
3_20240826 17,12324.982659057769
3_20240826 18,17264.984672351227
3_20240826 19,14825.665859874514
3_20240826 20,10864.370898250541
3_20240826 21,16245.521978815472
3_20240826 22,11791.863688499923
3_20240826 23,16663.892280644755
3_20240827 00,16162.46403356146
3_20240827 01,24745.715162747903
3_20240827 02,11100.155121717995
3_20240827 03,12380.243609045694
3_20240827 04,16426.683525076238
3_20240827 05,16025.314729194875
3_20240827 06,17180.568386752395
3_20240827 07,18813.846931864675
3_20240827 08,10135.13287752348
3_20240827 09,18466.995934472216
3_20240827 10,12624.420276248973
3_20240827 11,14673.170355171727
3_20240827 12,16402.082911732763
3_20240827 13,23737.579182194364
3_20240827 14,14145.452583840579
3_20240827 15,15358.18803558236
3_20240827 16,12338.895820099988
3_20240827 17,12676.837431232456
3_20240827 18,24784.609068755577
3_20240827 19,15007.604278272565
3_20240827 20,11229.073931702907
3_20240827 21,17666.880611611945
3_20240827 22,25263.37771469779
3_20240827 23,19235.801482568088
3_20240828 00,26038.64982609156
3_20240828 01,16211.954304525821
3_20240828 02,14464.262044336618
3_20240828 03,22095.32891057066
3_20240828 04,22868.087100821293
3_20240828 05,17567.009193435093
3_20240828 06,14078.125990677703
3_20240828 07,10051.748834805388
3_20240828 08,16328.305669797808
3_20240828 09,25162.9360009931
3_20240828 10,24718.353827629588
3_20240828 11,19205.88575428925
3_20240828 12,9290.229152547283
3_20240828 13,16275.785278137675
3_20240828 14,10599.433244119902
3_20240828 15,18792.839481994186
3_20240828 16,23778.066177971014
3_20240828 17,10758.240103812317
3_20240828 18,14077.999910340248
3_20240828 19,16722.201104330994
3_20240828 20,15900.618755916052
3_20240828 21,24663.239238215
3_20240828 22,13437.556610967084
3_20240828 23,14058.786363126248
3_20240829 00,12299.815596305467
3_20240829 01,17215.4700174518
3_20240829 02,10559.995386551956
3_20240829 03,14293.571679127097
3_20240829 04,10407.080699521552
3_20240829 05,16452.02907072354
3_20240829 06,16989.19952203441
3_20240829 07,15620.469018429658
3_20240829 08,17130.970016304214
3_20240829 09,15203.227345850755
3_20240829 10,15835.996853671215
3_20240829 11,15882.842468000887
3_20240829 12,16034.890720884643
3_20240829 13,12987.203169984263
3_20240829 14,15042.136647235626
3_20240829 15,13703.307170473483
3_20240829 16,17225.49519297697
3_20240829 17,14679.69446026532
3_20240829 18,10591.86961688407
3_20240829 19,16248.522085134595
3_20240829 20,11779.48269756749
3_20240829 21,14951.905629303139
3_20240829 22,24548.279649142845
3_20240829 23,19152.886822462526
3_20240830 00,21091.523827698926
3_20240830 01,15310.843797067064
3_20240830 02,11865.634941468681
3_20240830 03,13096.482023250821
3_20240830 04,12116.215292467527
3_20240830 05,13505.439918212713
3_20240830 06,18501.836296513677
3_20240830 07,14617.282797782671
3_20240830 08,16233.866223080935
3_20240830 09,14810.091651380744
3_20240830 10,11603.740147183535
3_20240830 11,15746.631995282538
3_20240830 12,17312.185487792092
3_20240830 13,10945.876334546118
3_20240830 14,11883.368305032518
3_20240830 15,23764.39997033614
3_20240830 16,15941.29372285758
3_20240830 17,12193.85040660506
3_20240830 18,11960.174707548013
3_20240830 19,15240.286368146759
3_20240830 20,10042.028922377856
3_20240830 21,15921.365133721683
3_20240830 22,18478.444756077508
3_20240830 23,13153.339912820647
3_20240831 00,15884.334645798572
3_20240831 01,16205.724496347377
3_20240831 02,10880.973253496948
3_20240831 03,16920.823073311927
3_20240831 04,10071.697153181867
3_20240831 05,15667.623774853111
3_20240831 06,11114.068282760214
3_20240831 07,12506.548135136256
3_20240831 08,15994.698531270458
3_20240831 09,16888.83877713555
3_20240831 10,11634.746126327056
3_20240831 11,10707.803327549776
3_20240831 12,11615.019780916464
3_20240831 13,12920.317281106813
3_20240831 14,15028.87254396914
3_20240831 15,10695.656964231472
3_20240831 16,14595.961537793253
3_20240831 17,10487.99431421236
3_20240831 18,13247.795817477978
3_20240831 19,12552.527859889351
3_20240831 20,16437.502665812615
3_20240831 21,12224.261247857026
3_20240831 22,15672.252730647837
3_20240831 23,13106.396283896393
4_20240825 00,548.7633811948521
4_20240825 01,1171.1193661739967
4_20240825 02,560.1344104314653
4_20240825 03,386.6447625888477
4_20240825 04,579.5348149569418
4_20240825 05,907.198142918895
4_20240825 06,581.7291813940385
4_20240825 07,803.8074453890445
4_20240825 08,516.4793998440981
4_20240825 09,614.4597913429127
4_20240825 10,709.0902552188556
4_20240825 11,745.8113472273026
4_20240825 12,483.1591310564335
4_20240825 13,1223.0102327488084
4_20240825 14,1184.09601582453
4_20240825 15,426.0926309028415
4_20240825 16,911.3666941473197
4_20240825 17,458.8167800968344
4_20240825 18,820.9823525594895
4_20240825 19,443.23778740339117
4_20240825 20,746.2129545156438
4_20240825 21,675.4232519679585
4_20240825 22,1264.4853330248734
4_20240825 23,524.1877241976081
4_20240826 00,665.0031246071782
4_20240826 01,681.4280105642806
4_20240826 02,447.229799942442
4_20240826 03,1117.277569306481
4_20240826 04,838.6902422666944
4_20240826 05,638.9457165098344
4_20240826 06,456.21421081292516
4_20240826 07,802.0336622398027
4_20240826 08,736.2510456177597
4_20240826 09,791.2692487182894
4_20240826 10,1306.190553398652
4_20240826 11,1260.294092425941
4_20240826 12,751.1063559387853
4_20240826 13,754.3480524603808
4_20240826 14,697.4025932740551
4_20240826 15,570.7631659238164
4_20240826 16,556.485873654685
4_20240826 17,602.2982109206201
4_20240826 18,673.2237947500726
4_20240826 19,771.794266982008
4_20240826 20,680.5683800856827
4_20240826 21,839.5586062977304
4_20240826 22,615.494416402608
4_20240826 23,515.4112886651524
4_20240827 00,712.006331669294
4_20240827 01,516.8291822278604
4_20240827 02,616.466695200681
4_20240827 03,1232.1894506902058
4_20240827 04,814.4969127292761
4_20240827 05,759.8551660480625
4_20240827 06,536.1079395783248
4_20240827 07,804.4110640177341
4_20240827 08,776.1838853909858
4_20240827 09,937.6074132562566
4_20240827 10,506.7380194457621
4_20240827 11,1239.6661275376414
4_20240827 12,835.1793836901367
4_20240827 13,433.6266311047706
4_20240827 14,545.8323825295847
4_20240827 15,524.6347826475148
4_20240827 16,642.6473078666044
4_20240827 17,471.0504526961076
4_20240827 18,755.8371095398935
4_20240827 19,766.3032894578815
4_20240827 20,542.5998543683381
4_20240827 21,705.4622904365511
4_20240827 22,803.0825293904093
4_20240827 23,932.2329308639935
4_20240828 00,891.3236949227294
4_20240828 01,660.0771965593692
4_20240828 02,1030.3834662520144
4_20240828 03,748.573764825626
4_20240828 04,586.7547899802673
4_20240828 05,451.4466908613566
4_20240828 06,923.9019087172638
4_20240828 07,454.93249633867583
4_20240828 08,697.9156909245073
4_20240828 09,469.04401893358664
4_20240828 10,1084.0654000735544
4_20240828 11,489.3630286371086
4_20240828 12,1236.185945385907
4_20240828 13,753.7730248384277
4_20240828 14,742.7094356600842
4_20240828 15,470.01808320211984
4_20240828 16,761.6250124202894
4_20240828 17,655.7583705060154
4_20240828 18,766.9658094129704
4_20240828 19,578.0719949348568
4_20240828 20,471.2523506484675
4_20240828 21,456.45881509320105
4_20240828 22,836.7999470590936
4_20240828 23,752.8935835613065
4_20240829 00,721.2344789594981
4_20240829 01,492.51288600572695
4_20240829 02,480.3707856173201
4_20240829 03,606.6348326511577
4_20240829 04,428.5983913238869
4_20240829 05,910.5879060656866
4_20240829 06,794.9275618196812
4_20240829 07,698.1882903861934
4_20240829 08,700.7483811668956
4_20240829 09,753.4935384331022
4_20240829 10,552.4287834417986
4_20240829 11,803.6757081627546
4_20240829 12,638.1663212277763
4_20240829 13,737.1448416734751
4_20240829 14,564.1826074722985
4_20240829 15,584.9871334197676
4_20240829 16,546.368986818119
4_20240829 17,816.4953192879387
4_20240829 18,830.7867793092132
4_20240829 19,1239.3347076360587
4_20240829 20,750.7471797339019
4_20240829 21,926.0469349804124
4_20240829 22,829.6839305153721
4_20240829 23,586.9798543409802
4_20240830 00,612.426933068768
4_20240830 01,949.3491056341112
4_20240830 02,526.9072398623637
4_20240830 03,690.3634461049554
4_20240830 04,1060.9427349867237
4_20240830 05,511.15167205678677
4_20240830 06,548.2731764646974
4_20240830 07,1112.1254156729135
4_20240830 08,1252.0082664217368
4_20240830 09,749.2239022538588
4_20240830 10,490.46444652516374
4_20240830 11,568.349650551608
4_20240830 12,551.1183686311479
4_20240830 13,848.794184017002
4_20240830 14,450.0657175427093
4_20240830 15,754.8280555769493
4_20240830 16,568.4286346618313
4_20240830 17,646.0119725012892
4_20240830 18,766.2298384295964
4_20240830 19,726.7514325796974
4_20240830 20,1298.076393824243
4_20240830 21,788.2925199638946
4_20240830 22,466.5093711034154
4_20240830 23,560.326379131885
4_20240831 00,844.6639114607452
4_20240831 01,496.1178640762598
4_20240831 02,632.18908333991
4_20240831 03,624.647212810413
4_20240831 04,688.729805495555
4_20240831 05,1261.264627530706
4_20240831 06,508.012725673643
4_20240831 07,770.3852377092153
4_20240831 08,763.7356996711837
4_20240831 09,590.743539496066
4_20240831 10,712.7840039734115
4_20240831 11,1004.8443780960404
4_20240831 12,827.6712562865431
4_20240831 13,552.4486025725816
4_20240831 14,1243.659920576476
4_20240831 15,532.0508685355916
4_20240831 16,782.7145879782868
4_20240831 17,882.257575495933
4_20240831 18,511.08592491795
4_20240831 19,622.8039649879063
4_20240831 20,1225.5094374455011
4_20240831 21,821.3362273659648
4_20240831 22,476.79769518721747
4_20240831 23,771.5313015258256
5_20240825 00,4079.340195019142
5_20240825 01,4792.646409135739
5_20240825 02,4111.661714595821
5_20240825 03,6268.800247350391
5_20240825 04,3722.593463966461
5_20240825 05,2372.4602934778427
5_20240825 06,2726.156528846698
5_20240825 07,5913.971755530007
5_20240825 08,3085.5532761038685
5_20240825 09,4060.426109334862
5_20240825 10,2302.8903735598215
5_20240825 11,3296.962409245195
5_20240825 12,6397.142541515967
5_20240825 13,2570.9448377239382
5_20240825 14,3616.6823509421693
5_20240825 15,2959.5033920957894
5_20240825 16,2210.2006466825205
5_20240825 17,3166.34012737591
5_20240825 18,2315.143488723717
5_20240825 19,1895.4171119272976
5_20240825 20,3002.8274844070506
5_20240825 21,4133.236787084492
5_20240825 22,3913.8017670198483
5_20240825 23,4394.454915089933
5_20240826 00,3667.453455555287
5_20240826 01,4099.137025239132
5_20240826 02,3629.2794747553244
5_20240826 03,4762.128388335178
5_20240826 04,4220.819781329379
5_20240826 05,3476.5951363598406
5_20240826 06,2241.180577189021
5_20240826 07,3362.417418192531
5_20240826 08,2183.824958551546
5_20240826 09,3151.8631501782465
5_20240826 10,3691.180052580323
5_20240826 11,2933.136500029706
5_20240826 12,4510.424713302104
5_20240826 13,5164.801882584883
5_20240826 14,3903.151313825613
5_20240826 15,3801.845326027091
5_20240826 16,3273.1252047938087
5_20240826 17,4112.316358764536
5_20240826 18,3738.5188172222233
5_20240826 19,4734.947849190815
5_20240826 20,3209.1853578374084
5_20240826 21,2953.546567693167
5_20240826 22,3291.363998383845
5_20240826 23,2746.3157765099368
5_20240827 00,3930.26820427369
5_20240827 01,3480.5627842086956
5_20240827 02,2535.6608588029717
5_20240827 03,2605.137254106372
5_20240827 04,2655.1248216640843
5_20240827 05,4548.474041343637
5_20240827 06,3902.5680669358944
5_20240827 07,4839.318528885204
5_20240827 08,3007.2519159882504
5_20240827 09,3728.004006815738
5_20240827 10,6951.175714040393
5_20240827 11,4367.535286104217
5_20240827 12,3239.583648807169
5_20240827 13,3723.0267168564214
5_20240827 14,4230.566863538463
5_20240827 15,3935.313049433305
5_20240827 16,2617.732051316952
5_20240827 17,3323.624933555318
5_20240827 18,4745.583820931048
5_20240827 19,4178.887628113258
5_20240827 20,2999.218896134187
5_20240827 21,4147.592897401644
5_20240827 22,2693.3386973124484
5_20240827 23,2795.6208015361653
5_20240828 00,3813.25464385828
5_20240828 01,3499.9928185616013
5_20240828 02,4154.2196797502675
5_20240828 03,4335.10108957727
5_20240828 04,7113.377454549057
5_20240828 05,6664.299483185092
5_20240828 06,6715.477719826453
5_20240828 07,3139.361436029676
5_20240828 08,4336.5957389692285
5_20240828 09,3542.3433202690553
5_20240828 10,4505.5919785369515
5_20240828 11,5040.540161202225
5_20240828 12,2837.7490521883988
5_20240828 13,4181.643257791517
5_20240828 14,2810.181645549454
5_20240828 15,3486.7420820228494
5_20240828 16,2822.1124163696168
5_20240828 17,3727.864214817453
5_20240828 18,3050.2606143208814
5_20240828 19,4438.665115213491
5_20240828 20,3037.457907171801
5_20240828 21,3311.7748458322494
5_20240828 22,2726.6985734540303
5_20240828 23,4703.830636116414
5_20240829 00,4352.190552917336
5_20240829 01,3093.3014941218785
5_20240829 02,1569.43925117709
5_20240829 03,2498.3943570217434
5_20240829 04,6264.668854112214
5_20240829 05,2751.319938985039
5_20240829 06,4042.4829661785034
5_20240829 07,2963.283621075723
5_20240829 08,5871.910556634665
5_20240829 09,4196.21506613602
5_20240829 10,5080.440239043258
5_20240829 11,2991.7894034449046
5_20240829 12,3691.9555551290273
5_20240829 13,3470.221540877217
5_20240829 14,4423.240521653821
5_20240829 15,3173.184962479824
5_20240829 16,4091.246141476145
5_20240829 17,4689.365687003517
5_20240829 18,6599.7493036568
5_20240829 19,5202.653255929382
5_20240829 20,2424.620005891846
5_20240829 21,3716.5552264390058
5_20240829 22,3830.433024378908
5_20240829 23,6756.40547722717
5_20240830 00,6155.935877227132
5_20240830 01,6796.109993048461
5_20240830 02,4190.1733649483085
5_20240830 03,3296.317255823881
5_20240830 04,2852.185031109587
5_20240830 05,4555.116222454044
5_20240830 06,4259.645205315001
5_20240830 07,2746.3992101402555
5_20240830 08,5123.775630765978
5_20240830 09,3852.6692161329033
5_20240830 10,3648.767975975939
5_20240830 11,2494.862671637723
5_20240830 12,2973.2663633084903
5_20240830 13,4945.87961384473
5_20240830 14,3439.429946159741
5_20240830 15,2852.2950366955665
5_20240830 16,3483.746950641229
5_20240830 17,4674.024479686019
5_20240830 18,3322.4763066989453
5_20240830 19,3150.5356559589736
5_20240830 20,3319.1830400459976
5_20240830 21,4666.4942189218855
5_20240830 22,4928.426658580624
5_20240830 23,3348.637537466377
5_20240831 00,4714.391963634322
5_20240831 01,4250.995094730772
5_20240831 02,4419.985401690676
5_20240831 03,4574.654441419938
5_20240831 04,3711.651382322305
5_20240831 05,4550.972240513665
5_20240831 06,2419.0390361567925
5_20240831 07,3933.2665730725007
5_20240831 08,4838.044142276454
5_20240831 09,4940.520255174115
5_20240831 10,3644.251381630234
5_20240831 11,4927.396516895256
5_20240831 12,5188.07179553736
5_20240831 13,6888.335136894814
5_20240831 14,4221.845684676226
5_20240831 15,4165.819348789708
5_20240831 16,3508.616690482396
5_20240831 17,3212.3019720644575
5_20240831 18,6297.63977972617
5_20240831 19,4374.096457425612
5_20240831 20,3637.395971271482
5_20240831 21,6273.186205870495
5_20240831 22,3377.6023497931837
5_20240831 23,2910.1716560305285
6_20240825 00,4042.2157825078393
6_20240825 01,3768.5826922528386
6_20240825 02,5419.8369788867785
6_20240825 03,3308.607998786967
6_20240825 04,5761.991033223896
6_20240825 05,3025.8559988931697
6_20240825 06,3360.987973676013
6_20240825 07,4222.341620895327
6_20240825 08,2540.0190575164042
6_20240825 09,4183.5647479663585
6_20240825 10,4182.206250407902
6_20240825 11,2241.324268229292
6_20240825 12,2312.7388942331036
6_20240825 13,2208.1918326148902
6_20240825 14,3945.574902373991
6_20240825 15,3018.646077414182
6_20240825 16,4222.114602134338
6_20240825 17,1385.500919543541
6_20240825 18,4624.88593656608
6_20240825 19,2951.5505745808123
